name,耗时,做法,口味,工艺,类型,label,id,难度,图片
芝麻脆底蜂蜜小面包,一小时,1:先将鸡蛋分出约10克蛋清，刷面备用。2:剩余约45克全蛋，倒入面粉中。3:将除黄油、芝麻之外的所有材料用筷子搅匀。4:搅成絮状，开始揉面。5:面团较光滑后加入黄油，继续揉。6:揉至可以拉出小片薄膜。7:加盖，放温暖处发酵至两倍大。8:发酵好的面团揉去空气，均分成八份。9:分别收圆，加盖，饧10分钟。10:八寸方形烤盘底部抹黄油15克。11:将小面团擀成长圆形，长度约23厘米左右。12:向中间对折，不留空隙。13:从一端卷起。14:将收口捏紧。15:用刀从中间分切成两段。16:切面蘸满芝麻，摆到烤盘中。17:二次发酵40分钟左右。18:表面刷上刚刚预留的蛋清。19:再撒上少许芝麻。20:烤箱160度预热，中层，上下火，烤制20分钟左右。21:烤好后取出，倒扣晾一会儿。22:再翻面晾凉~。23:内部有吐司面包的拉丝和松软。24:联排吃才过瘾~。,原味,烤,烘焙,recipe,837,普通,https://i8.meishichina.com/attachment/recipe/2021/11/26/202111261637897123792756268590.jpg?x-oss-process=style/p800
简单快手，皮薄馅大美味饺子皮素煎包,三刻钟,1:鸡蛋打入碗中，加半勺盐，一勺料酒，一勺食用油，打成蛋液。2:木耳温水泡发，洗净，放入锅中煮5分钟。3:西蓝花淡盐水泡15分钟，洗净，焯熟。4:热锅凉油，油热倒入蛋液，用筷子不停搅拌，炒成鸡蛋粒。放入一把虾皮，关火，用余温炒一下。5:用料理机将胡萝卜、洋葱、西蓝花、木耳、鱼豆腐搅碎，和炒好的鸡蛋虾皮一起放入盆中。6:加入两勺蚝油、一勺香油、半勺鸡粉、半勺生姜粉、一勺盐，搅拌均匀。7:香喷喷的馅。8:饺子皮擀成两倍大。9:包包子，收口总是收不好，还需努力练习。10:和饺子比简直丑爆了。11:摆入盘中，盘子里撒点面粉，不然会粘。12:平底锅刷油，把包子依次均匀摆入锅底。13:小火煎至底部金黄色。14:加水，水差不多到包子三分之一处。15:转中火，加盖焖至水收干，大概10分钟左右。16:出锅前撒上芝麻和葱花。17:用酱油、醋、油泼辣子调个蘸汁，美味。18:皮薄馅大，馅鲜嫩可口，皮油润柔软，味道鲜美，营养丰富。19:太好吃了。,咸鲜,煎,主食,recipe,838,高级,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163789662377978112842754.jpg?x-oss-process=style/p800
四季豆焖排骨,数小时,1:排骨斩块。2:将排骨冷水下锅焯烫出血水后，捞出冲洗干净。3:热锅下油放入姜片翻炒。4:放入排骨翻炒。5:加入适量的蚝油。6:适量的生抽翻炒均匀上色入味。7:加入适量的清水大火煮开转小火焖1小时左右。8:四季豆剥去老筋后折小段洗净备用。9:1小时后排骨焖至软烂。10:放入四季豆，继续小火焖。11:焖至四季豆断生即可。12:成品。13:成品。,原味,焖,热菜,recipe,839,简单,https://i8.meishichina.com/attachment/recipe/2021/06/26/2021062616247109852533188010238.JPG?x-oss-process=style/p800
凉拌素菜丝,十分钟,1:紫甘蓝清洗干净，切丝，黄瓜和胡萝卜也切丝。2:素菜放入大盆，加入蒜泥。3:加入其它调料，搅拌均匀。4:清脆爽口。5:酸辣下饭。,微辣,拌,凉菜,recipe,840,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/2021112616378962417866589037209.jpg?x-oss-process=style/p800
可乐鸡翅,廿分钟,1:食材备用。2:鸡翅清洗一下，划几刀。3:锅里倒入适量的油烧热，放入鸡翅煎。4:煎到一面紧绷金黄翻一面继续煎到金黄。5:把姜片煸炒一下。6:倒入没过鸡翅的可乐，盖上锅盖中火焖煮六，七分钟。7:加入适量的酱油和盐继续收汁。8:注意汤汁收得怎么样，避免糊锅了。9:出锅后撒点儿葱花。,咸香,焖,热菜,recipe,841,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163810532863434612357987.jpg?x-oss-process=style/p800
小葱炒鸡蛋,十分钟,1:三个鸡蛋，两根小葱备用。2:鸡蛋打到容器中打散。3:加适量的盐。4:一勺料酒继续打散。5:加入切碎的葱花稍微搅拌均匀。6:锅里倒入稍微多一点儿的食用油烧热，倒入蛋液。7:用筷子扒拉扒拉。8:蛋液全部凝固，就可以准备出锅。,咸香,炒,热菜,recipe,842,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163810459665446512357987.jpg?x-oss-process=style/p800
蘑菇炒肉,廿分钟,1:配菜，木耳提前泡好，蘑菇提前焯水。2:油热后放入五花肉炒出油脂。3:倒入料酒、老抽。4:翻炒均匀。5:随后放入葱姜蒜、干辣椒、八角，大火炒香。6:放入木耳、青圆椒。7:大火炒至断生。8:放入蘑菇。9:依次放入盐、十三香、生抽、蚝油。10:大火翻炒均匀。11:最后放入糖、味精。12:炒匀即可出锅。13:色香味俱全、美味漂亮、超级下饭！。,香辣,炒,热菜,recipe,843,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/2021112816381024681693739910251.jpg?x-oss-process=style/p800
皇冠草莓派，甜在口中，宠在心中,一小时,1:黄油室温软化后加糖打发至乳化发白。2:分三次加入蛋液拌匀，然后再加入香草精。3:倒入面粉与泡打粉搅拌成无粉粒面糊。4:在模具中均匀喷入脱模剂，面糊倒入模具中分量约8分满。5:烤箱提前使用170℃预热，放入面糊烤制40分钟左右。6:烤制好后取出冷却脱模，底部朝上，抹上草莓酱，点缀上水果与小花。,甜味,烘焙,烘焙,recipe,844,普通,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163790419766982712827564.jpg?x-oss-process=style/p800
毛豆肉丁,十分钟,1:市场毛豆买去壳的，水开后倒入毛豆烫3分钟捞出。2:用冷水冲洗，洗去毛豆壳的白色外膜。3:猪肉切丁，用酱油腌十分钟，加淀粉上浆，下锅用油翻炒均匀。4:准备好浓一些的水淀粉。5:红辣椒切丁。6:锅下油烧热，倒入大蒜粒爆香，下入红辣椒。7:倒入毛豆丁翻炒三分钟，在下入肉丁，加盐，蚝油，鸡精。8:出锅前倒入水淀粉，使淀粉水包裹在豆子上才发吃。9:看，香香豆子出锅了，就着米饭吃香着很。,咸鲜,炒,热菜,recipe,845,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/2021112816380787073383458010602.jpg?x-oss-process=style/p800
捞汁粉丝,十分钟,1:西兰花 焯水 加几滴油 不要太长时间 保持翠绿。粉丝焯水 都焯完过凉水。辅料：柠檬几片 去籽 防止苦 蒜末适量 小米辣 白芝麻。2:捞汁：生抽两勺、陈醋两勺、糖两勺、雪碧150克）。3:放梨、西兰花、火腿片、黄瓜丝丰富口感。,酸甜,煮,小吃,recipe,846,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163809508567934812293729.jpg?x-oss-process=style/p800
酸辣汤(好吃到㖭勺子),廿分钟,1:猪肉(牛肉)洗净，切片。2:将蘑菇洗净，切片。3:将金针菇泡水，切成小段。4:同时将番茄洗净，削皮，切成小块。5:将猪肉(牛肉)洗净，去皮，然后切成片。6:将牛肉倒入碗中，碗里倒入蚝油、盐、味精、糖，在加入些许地瓜粉，拌匀。腌制15~20分钟。7:锅里倒上油，倒入已经切好的番茄，翻炒一会儿。8:倒入蘑菇，金针菇，大火翻炒，同时加入一些盐。9:往锅中加入开水，依次倒入蚝油、酱油、盐各1勺。10:最后往锅中加入辣椒，倒入醋，鱼露， 味精各1勺，即可出锅。11:成品图1。12:成品图2。,酸辣,煮,汤类,recipe,847,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163809389652980612862402.jpg?x-oss-process=style/p800
红烧肉,一小时,1:新鲜五花肉切成块。2:准备葱姜切段和片。3:准备腐乳汁，冰糖，花椒，八角及炖肉包。4:珐琅锅烧热加白糖中小火熬糖色。5:熬成枣红色，这一步有点急没拍好，因为火侯很重要，熬轻了挂不住颜色，熬重了肉会苦。所以非要做到分秒必争。6:加入新鲜的大火五花肉翻炒，加葱姜蒜各种调料和冰糖一起炒，炒至肉皮发紧出油加腐乳汁接着炒，我一般是一大锅肉加一袋腐乳汁。半锅加半袋。7:炒出香味加水没过食材。大火烧开转中小火慢炖。8:整个过程炖一个小时中间记得翻锅。9:出锅后晾凉分成若干份冰箱冷冻保存，吃的时候砂锅加黄豆干辣椒重新炖一下。,咸鲜,炖,热菜,recipe,848,高级,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163809375054613610787087.jpg?x-oss-process=style/p800
过油肉,半小时,1:里脊肉洗净，切成硬币薄厚的片。2:肉片中加入盐、料酒、胡椒粉用手抓匀，再加入蛋清、水淀粉继续抓匀上浆，腌制二三十分钟。3:葱、蒜切片，姜切丝备用。4:蒜薹洗净切段。5:木耳泡发洗净，撕成小朵。6:锅中倒入食用油烧至五六成热，逐片放入腌制过的肉片。7:中小火滑至变色微黄，捞出控油。8:另起一锅倒入食用油烧热，放入葱、姜、蒜炒香。9:倒入蒜薹、木耳翻炒至蒜薹断生。10:放入肉片、盐翻炒几下。11:加入生抽、老抽继续翻炒几下，加入水淀粉翻炒均匀，淋入少许醋翻炒一下即可。,咸鲜,炒,热菜,recipe,849,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163809135979439711472081.jpg?x-oss-process=style/p800
春饼,廿分钟,1:500g面粉一个鸡蛋加适量温水，和成面团，软硬程度可以已饺子皮为标准。2:揉成面团用保鲜膜包上醒一下。3:揪成饺子皮大小的份，压成薄饼。4:用擀面杖擀成薄饼，中间抹食用油，四五个摞在一起。擀成薄饼。这步也可以买现成的饺子皮直接做更省事。5:上屉蒸十分钟。6:出锅撕开。7:加喜欢的配菜就是春饼了。,咸鲜,蒸,主食,recipe,850,简单,https://i8.meishichina.com/attachment/recipe/2019/11/01/20191101157261735283910787087.jpg?x-oss-process=style/p800
芝麻脆底蜂蜜小面包,一小时,1:先将鸡蛋分出约10克蛋清，刷面备用。2:剩余约45克全蛋，倒入面粉中。3:将除黄油、芝麻之外的所有材料用筷子搅匀。4:搅成絮状，开始揉面。5:面团较光滑后加入黄油，继续揉。6:揉至可以拉出小片薄膜。7:加盖，放温暖处发酵至两倍大。8:发酵好的面团揉去空气，均分成八份。9:分别收圆，加盖，饧10分钟。10:八寸方形烤盘底部抹黄油15克。11:将小面团擀成长圆形，长度约23厘米左右。12:向中间对折，不留空隙。13:从一端卷起。14:将收口捏紧。15:用刀从中间分切成两段。16:切面蘸满芝麻，摆到烤盘中。17:二次发酵40分钟左右。18:表面刷上刚刚预留的蛋清。19:再撒上少许芝麻。20:烤箱160度预热，中层，上下火，烤制20分钟左右。21:烤好后取出，倒扣晾一会儿。22:再翻面晾凉~。23:内部有吐司面包的拉丝和松软。24:联排吃才过瘾~。,原味,烤,烘焙,recipe,851,普通,https://i8.meishichina.com/attachment/recipe/2021/11/26/202111261637897123792756268590.jpg?x-oss-process=style/p800
简单快手，皮薄馅大美味饺子皮素煎包,三刻钟,1:鸡蛋打入碗中，加半勺盐，一勺料酒，一勺食用油，打成蛋液。2:木耳温水泡发，洗净，放入锅中煮5分钟。3:西蓝花淡盐水泡15分钟，洗净，焯熟。4:热锅凉油，油热倒入蛋液，用筷子不停搅拌，炒成鸡蛋粒。放入一把虾皮，关火，用余温炒一下。5:用料理机将胡萝卜、洋葱、西蓝花、木耳、鱼豆腐搅碎，和炒好的鸡蛋虾皮一起放入盆中。6:加入两勺蚝油、一勺香油、半勺鸡粉、半勺生姜粉、一勺盐，搅拌均匀。7:香喷喷的馅。8:饺子皮擀成两倍大。9:包包子，收口总是收不好，还需努力练习。10:和饺子比简直丑爆了。11:摆入盘中，盘子里撒点面粉，不然会粘。12:平底锅刷油，把包子依次均匀摆入锅底。13:小火煎至底部金黄色。14:加水，水差不多到包子三分之一处。15:转中火，加盖焖至水收干，大概10分钟左右。16:出锅前撒上芝麻和葱花。17:用酱油、醋、油泼辣子调个蘸汁，美味。18:皮薄馅大，馅鲜嫩可口，皮油润柔软，味道鲜美，营养丰富。19:太好吃了。,咸鲜,煎,主食,recipe,852,高级,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163789662377978112842754.jpg?x-oss-process=style/p800
四季豆焖排骨,数小时,1:排骨斩块。2:将排骨冷水下锅焯烫出血水后，捞出冲洗干净。3:热锅下油放入姜片翻炒。4:放入排骨翻炒。5:加入适量的蚝油。6:适量的生抽翻炒均匀上色入味。7:加入适量的清水大火煮开转小火焖1小时左右。8:四季豆剥去老筋后折小段洗净备用。9:1小时后排骨焖至软烂。10:放入四季豆，继续小火焖。11:焖至四季豆断生即可。12:成品。13:成品。,原味,焖,热菜,recipe,853,简单,https://i8.meishichina.com/attachment/recipe/2021/06/26/2021062616247109852533188010238.JPG?x-oss-process=style/p800
凉拌素菜丝,十分钟,1:紫甘蓝清洗干净，切丝，黄瓜和胡萝卜也切丝。2:素菜放入大盆，加入蒜泥。3:加入其它调料，搅拌均匀。4:清脆爽口。5:酸辣下饭。,微辣,拌,凉菜,recipe,854,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/2021112616378962417866589037209.jpg?x-oss-process=style/p800
辣萝卜炒饭,廿分钟,1:对虾处理干净。2:切烤肠、芹菜和大葱。3:切卷心菜。4:米饭。5:泡萝卜。6:热锅冷油，油热放大葱。7:放生抽。8:放对虾翻炒至对虾变色。9:放烤肠等炒至蔬菜的断生。10:放米饭。11:炒均匀。12:放辣萝卜。13:翻炒均匀即可。14:起锅装盘。15:成品。,微辣,炒,主食,recipe,855,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/2021112616378930481398981806550.jpg?x-oss-process=style/p800
花生酱巧克力口味港式西多士，吐司的别样吃法，简单美味解馋,廿分钟,1:鸡蛋打散 。2:吐司面包三片，其中一片抹花生酱，注意留出边沿少许空隙。3:另一片吐司面包抹巧克力炼乳，同样注意边沿留少许空隙。4:将抹好的两片吐司叠放在一起，对齐。5:再放上第三片白吐司。6:对齐摞好，切去四边。7:再分切成四块。8:平底锅放少许色拉油，再加入一小片黄油提香。9:将吐司沾满鸡蛋液。10:全程小火，先煎切面。11:再将每面煎至微黄上色。12:出锅，挤少许巧克力炼乳做装饰。13:香甜松软，能量满满的港式西多士就做好啦。,甜香,煎,快手菜,recipe,856,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/202111261637895402561311268590.jpg?x-oss-process=style/p800
老干妈粉蒸肉,一小时,1:五花肉去皮切片（如果你喜欢也可以不去皮），反复洗净干净沥干水分。2:加入郫县豆瓣和老干妈豆豉，这里的量都要控制好，不宜太多，因为两种酱料都咸。3:搅拌均匀，放入10克食用油，再次搅拌均匀腌制半小时。4:红薯去皮切滚刀。5:撒一点点盐（没有记入配料表），抖匀，腌十分钟。6:腌好的肉肉倒入蒸肉米粉（可以买现成的也可以自制）。7:把粉粉充分搅拌均匀，包裹每片肉肉。8:腌过的红薯有一点点出水，倒掉汁水后放入大碗垫底，然后把肉肉均匀的铺在红薯上。9:放入蒸锅，蒸一个小时，肉质充分软烂。10:出锅撒少许香葱。11:有点老干妈风味的蒸肉出锅啦。,微辣,蒸,热菜,recipe,857,普通,https://i8.meishichina.com/attachment/recipe/2021/11/26/2021112616378951872096889037209.jpg?x-oss-process=style/p800
爆炒鸡酒,半小时,1:平菇洗干净撕开。2:母鸡砍块。3:姜拍碎。4:鸡块放适量米酒爆炒，加适量开水，放平菇，大火煮20分钟调味。5:成品。,清淡,煮,热菜,recipe,858,普通,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163789539514730510427913.jpg?x-oss-process=style/p800
山药芝麻小饼,半小时,1:山药洗净外皮；。2:刮掉外皮，冲去杂质，切薄片；。3:蒸10分钟左右，筷子能轻松扎透山药片；。4:入大碗，用勺子按压成泥；。5:趁热加白糖搅拌，晾到比手温略高一点时，加干酵母搅拌，再逐量加面粉；山药的用量、含水量不同，面粉不要一次加入，搅拌至成型的面团；。6:放到案板上，撒面粉，揉成不软不硬、不粘手的光滑面团；。7:擀成8毫米厚的面片，用喷壶表面喷少许水雾，撒一把生的白芝麻；晾几秒钟，稍用力擀至5毫米左右，经过擀压后白芝麻能较牢固地粘在面片上；。8:用小刻模刻出面片，刻模的形状有多种，选自己喜欢的即可；剩余的边角料面片重新揉团、擀片、刻模；。9:小饼生坯覆盖保鲜袋，发酵至1.5倍；。10:平底锅中用喷油壶喷少许油雾，生坯码放在锅里，彼此间离出一点膨胀空间，表面再喷油雾，盖盖子，小火焖烙1分钟；。11:翻面烙至两面金黄即可出锅，将剩下的生坯依次完成。12:山药芝麻小饼，外酥里嫩，营养美味！。,甜味,烙,主食,recipe,859,普通,https://i8.meishichina.com/attachment/recipe/2021/11/26/2021112616378934661198007513584.jpg?x-oss-process=style/p800
干贝烧煮萝卜青菜,廿分钟,1:食材：萝卜（已清洗切片）、青菜（已洗净）、干贝烧。2:起锅倒油烧热，下入萝卜和干贝烧翻炒翻炒。3:接着，加适量的清水煮开、煮至萝卜熟软。4:然后，合入青菜翻动一下煮开、煮至1——2分钟。5:最后，加适量的盐。6:加适量的味精。7:调味翻匀即成。,清淡,煮,热菜,recipe,860,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/202111261637890835305641404188.JPG?x-oss-process=style/p800
凉拌黑木耳,十分钟,1:原料：黑木耳（提前泡发），花生。2:花生清洗一下，锅中少许油，花生入锅，炒熟捞出。3:黑木耳焯水后捞出。4:香菜切段，蒜切碎，放入碗中。5:加入生抽，盐。6:加入米醋和香油，搅拌均匀。7:调味汁倒入装有黑木耳和花生的盆中，拌匀装盘即可。8:清淡爽脆，解腻小凉菜。9:大鱼大肉的时候，给家人来盘清爽小菜。,蒜香,拌,凉菜,recipe,861,简单,https://i8.meishichina.com/attachment/recipe/2021/11/21/2021112116374550899836578473848.jpeg?x-oss-process=style/p800
黑椒盐煎土豆,廿分钟,1:买最小型的土豆，洗干净，不用削皮，开水加点盐，把土豆煮熟。如上图，煮到表皮轻微开裂，筷子能轻松拆入。晾干。2:用烘培纸垫着（防粘粘），拿锅铲一个个压扁。3:不粘锅放油，要比炒菜的油量多一些，开大火大火把土豆两面煎到金黄色。煎完一面再转另一面，熟透的土豆易碎，翻一次面即可。4:迅速撒上黑椒盐和柠檬盐。或者撒紫菜碎，芝麻，孜然，辣椒粉等大家喜欢的香料。5:开吃。😊。,清淡,煎,热菜,recipe,862,简单,https://i8.meishichina.com/attachment/recipe/2021/11/22/202111221637570998864857778292.JPG?x-oss-process=style/p800
酱烧鱼头,三刻钟,1:鱼头洗净，中间切开。2:香料准备好。3:五花肉切好备用。4:老抽、生抽、黄酒准备好。5:锅内放油烧热，放入五花肉翻炒一会。6:五花肉炒出油，放入香料炒香。7:放入鱼头。8:放入黄豆酱。9:倒入老抽、生抽、黄酒。10:放入料酒。11:啤酒到进去。12:加入适量清水。13:大火烧开，撇去浮沫，中火炖20分钟。14:放盐，继续炖10分钟。15:用大火收汁，用水勺子把鱼汤淋在鱼头上面，这样容易入味。16:喜欢鱼汤就不用收干汤汁。17:出锅。18:汤鲜香、鱼肉肥美多汁。,酱香,炖,热菜,recipe,863,简单,https://i8.meishichina.com/attachment/recipe/2021/11/23/20211123163766573831422410274398.jpg?x-oss-process=style/p800
松花蛋炒茼蒿杆,十分钟,1:茼蒿去掉叶子，切好。2:松花蛋、蒜末、姜末切好。3:锅内放油烧热，放入松花蛋，姜、蒜翻炒一会。4:炒出香味。5:倒入茼蒿，翻炒一会。6:放盐。7:翻拌均匀即可。8:出锅装盘。9:清爽美味，鲜香可口。,咸香,炒,热菜,recipe,864,简单,https://i8.meishichina.com/attachment/recipe/2021/11/10/20211110163651894375281210274398.jpg?x-oss-process=style/p800
凉拌胡萝卜叶子,十分钟,1:买萝卜的时候看上这些叶子了。2:挑一些嫩一点的，洗净。3:锅内加水烧开，下入萝卜叶子，焯水断生。4:过一遍凉开水。5:切碎。6:蒜末切好。7:蒜末、盐、生抽、米醋、芝麻油放入。8:拌匀。9:装盘。10:好吃又营养。,咸香,拌,凉菜,recipe,865,简单,https://i8.meishichina.com/attachment/recipe/2021/11/23/20211123163764976414359010274398.jpg?x-oss-process=style/p800
茴香小油饼,半小时,1:面粉、开水。2:盐、小茴香。3:酵母、白糖。4:酵母用清水化开。5:面粉里面倒入开水，均匀放凉，倒入酵母水。6:拌匀。7:倒入冷水合成一个偏软的面团，醒发30分钟。8:不用揉面，整理成长条，分成均匀的剂子。9:按扁，用手压成薄薄的面饼。10:锅内放油烧热，下入面饼中火慢慢炸。11:两面炸至金黄，熟透捞出。12:里面空心，非常好吃。13:又香又软。,咸香,炸,小吃,recipe,866,简单,https://i8.meishichina.com/attachment/recipe/2021/11/23/20211123163764982652176610274398.jpg?x-oss-process=style/p800
豉味牛肉四季豆,半小时,1:牛肉切片入一大碗，放小苏打1/4小勺，用手抓到肉片起粘性，放清水1大勺，再抓至清水被吸收，如果肉太干，可加多一点点水，再加入胡椒粉1/3小勺、玉米淀粉1/2大勺，手抓至均匀后加入菜油2大勺抓几下以锁住水分，入密实盒放冰箱隔夜，如果当日要用，至少静置30分钟。2:把四季豆切段后打竖破半。3:锅烧沸水，加入精盐1小勺、菜油1/2大勺，倒入四季豆，煮至水再沸腾2分钟，捞起四季豆沥水。4:把豆豉和蒜头剁碎、生姜切丝、青椒切圈备用。5:锅热放菜油约2大勺，加入牛肉，炒到五成熟，盛起备用，锅不用洗且留油。6:倒入豆豉末、蒜末、姜丝及辣椒圈，爆香。7:倒入牛肉、四季豆，点入精盐1/3小勺、胡椒粉/3小勺、生抽1/2大勺、白糖1/3小勺、兜均匀，在锅边淋入白酒1/2大勺，快速兜几下即出锅。Enjoy !。,咸鲜,炒,热菜,recipe,867,高级,https://i8.meishichina.com/attachment/recipe/2021/11/24/20211124163770332802464720449.jpg?x-oss-process=style/p800
萝卜炖鱼,廿分钟,1:准备食材：圆萝卜洗净去皮切成滚刀块，青鱼洗净切块。2:将萝卜块倒入锅内。3:将青鱼块铺在上面。4:放入生姜。5:倒入2勺料酒。6:倒入2勺轻盐酱油。7:倒入100ml清水。8:盖上盖子之后大火煮开后炖煮10分钟。9:再次打开锅盖，将所有食材轻轻翻面，让其上色更均匀。10:倒入酒酿，轻轻捣散。11:最后撒上葱花即可出锅盛盘。12:无油烹饪更健康。,糟香,炖,热菜,recipe,868,简单,https://i8.meishichina.com/attachment/recipe/2021/11/23/20211123163767445455913110301589.jpg?x-oss-process=style/p800
陈皮煮羊肉,数小时,1:带骨羊肉提前浸泡出血水。2:大料，葱姜准备就绪。3:陈皮浸泡一下洗净。4:葱切段，姜切片。5:羊肉冷水入锅焯水，放入葱姜和料酒去腥。6:锅中另入水放入带骨羊肉，大料，葱姜。7:中火煮沸转小火炖煮一个小时左右。8:肉熟后加盐调味即可。9:香喷喷的陈皮炖羊肉就可以享用啦。10:陈皮入菜提香去腥哦！。,咸鲜,炖,热菜,recipe,869,简单,https://i8.meishichina.com/attachment/recipe/2021/11/23/20211123163765226955644010667631.JPG?x-oss-process=style/p800
三杯鸡,半小时,1:预备材料，清洗干净，鸡切块。2:热油。3:把鸡块煎至两面金黄。4:煎好一面，翻面。5:煎好，捞起，备用。6:留底油，下姜蒜头蒜苗头一起爆香。7:再下鸡块。8:加入酱油，和花雕酒，一起焖煮15分钟，全程不要加水。9:炒至均匀，盖盖。10:汁快收干，下蒜苗，一起炒匀。11:关火。12:成了。,葱香,炒,热菜,recipe,870,简单,https://i8.meishichina.com/attachment/recipe/2021/11/19/20211119163730207520177711132809.jpg?x-oss-process=style/p800
水煮牛肉,廿分钟,1:牛肉切薄片，放蚝油、少许盐、淀粉抓匀，最后加入植物油拌匀，缩住水分备用。2:植物油放入大蒜粒、干辣椒段，大火煸出香味。3:加入豆瓣酱炒出红油。4:加入适量清水烧滚。5:菠菜白灼放入碗底。6:烧滚的汤放入生抽、老抽调味，一片片放入牛肉划散。7:汤开，滚上几滚即可。8:盛入碗中。9:放入炒香的花椒、干辣椒碎，香葱、香菜，淋上滚油即可。10:香气四溢，麻辣鲜香。,麻辣,煮,热菜,recipe,871,神级,https://i8.meishichina.com/attachment/recipe/2021/11/24/2021112416377472729455357610709.jpg?x-oss-process=style/p800
芥末牛肉粒,十分钟,1:把两块牛扒切成粒。我买的是和牛扒，肥瘦相间，大理石纹路很漂亮。牛肉撒点黑椒盐。蘑菇冲洗干净沥水备用。2:牛肉粒平铺着煎，不要翻面，把底面煎到变色再翻动，煎其他侧面。平底锅的油量根据牛扒类型调整，我买的算是肥牛了，牛肉煎到半熟时会渗出很多牛油，所以我只放了很少很少的菜油。3:保持大火煎到半熟（牛油开始渗出来，锅里的油变多），加入蘑菇一起煎。蘑菇很吸油，如果牛扒比较瘦，可以适当加点油。牛肉不一定要全熟，8，9成熟时中间部分还带点粉色，最好吃。如果掌握不好时间，可以把牛肉和蘑菇分开煎，以免牛肉过熟。撒点黑椒盐。4:芥末酱：挤入芥末和沙拉酱，比例1：1。5:用筷子顺时针搅拌，让两者充分融合即可。6:蘸酱，开吃。,微辣,煎,热菜,recipe,872,简单,https://i8.meishichina.com/attachment/recipe/2021/11/23/202111231637668886961728778292.JPG?x-oss-process=style/p800
白菜炒蘑菇,十分钟,1:准备葱花，蒜片，辣椒段。2:白菜只取白菜帮，斜刀切片。3:蘑菇撕成小块。4:锅中加入清水，烧开后下蘑菇煮两分钟。5:煮好的蘑菇过凉水，挤干水分备用。6:炒锅加入适量色拉油，油热下葱花，蒜片和辣椒段炒香。7:下白菜片翻炒。8:加入生抽，蚝油，白糖和盐调味。9:加入蘑菇翻炒片刻，出锅前喷醋，再翻炒均匀即可出锅。10:家常美味。,清淡,炒,热菜,recipe,873,简单,https://i8.meishichina.com/attachment/recipe/2021/11/25/20211125163781825654395410795907.jpg?x-oss-process=style/p800
蒸白萝卜肉卷,三刻钟,1:白萝卜。2:切片，放食盐腌制。3:变软软的可以卷起来，放清水洗去盐分。4:葱姜切末。5:取肉糜。6:切碎。7:葱姜肉糜收碗里，放食盐。8:放鸡精、食用油和生抽。9:拌匀。10:做成萝卜肉卷，放盘子里。11:入蒸锅。12:大火烧开，蒸10分钟。13:取出来摆盘。14:成品。,咸鲜,蒸,热菜,recipe,874,简单,https://i8.meishichina.com/attachment/recipe/2021/11/25/2021112516378313826859921806550.jpg?x-oss-process=style/p800
早餐红豆饼，香甜松软，电饼铛比烤箱更效率,一小时,1:将面粉，砂糖，酵母粉，精盐，鸡蛋，清水，混合搅成絮状，再揉成面团。2:在上述面团中加入软化黄油，继续揉至可以拉出小片薄膜。3:放到温暖处发酵至2倍大。4:取出，揉去空气，均分成八份，分别收圆，加盖饧10分钟。5:饧好的小面团擀成厚圆片，红豆沙均分成八份，揉圆，包进面皮中。6:包好。7:收口朝下静置10分钟。8:电饼铛预热，放入饼坯，用手轻轻按扁，喷少许水，借助擀面棍的顶端粘上黑芝麻。9:中间翻面1-2次，大概烙5分钟即可。10:香甜松软，早餐配粥、豆浆和牛奶都很适合。,甜香,烙,主食,recipe,875,普通,https://i8.meishichina.com/attachment/recipe/2021/11/25/202111251637830520596524268590.jpg?x-oss-process=style/p800
香葱炒鸡蛋,十分钟,1:自家种的香葱摘好，洗净，沥干水分，切小段。2:鸡蛋敲入碗中，加少许搅散。3:锅烧热放适量油，倒入鸡蛋液，翻炒一下，用铲子捣块，再倒入香葱加少许盐调味，翻炒一下，拌匀即可。4:出锅装盘。5:快手菜。,原味,炒,热菜,recipe,876,简单,https://i8.meishichina.com/attachment/recipe/2021/11/25/20211125163783133183412812270318.jpg?x-oss-process=style/p800
