name,食材简介,食用功效,适用人群,禁忌人群,营养价值,类别,图片,label,id
豌豆,豌豆既可作蔬菜炒食，子实成熟后又可磨成豌豆面粉食用。因豌豆豆粒圆润鲜绿，十分好看，也常被用来作为配菜，以增加菜肴的色彩，促进食欲,"1、美容：豌豆含有丰富的维生素A原，维生素A原可在体内转化为维生素A，具有润泽皮肤的作用。
2、增强机体免疫功能：豌豆中富含人体所需的各种营养物质，尤其是含有优质蛋白质，可以提高机体的抗病能力和康复能力。
3、防癌治癌：豌豆花和豌豆荚中富含胡萝卜素，食用后可防止人体致癌物质的合成，从而减少癌细胞的形成，降低人体癌症的发病率。
4、通利大肠：豌豆中富含粗纤维，能促进大肠蠕动，保持大便通畅，起到清洁大肠的作用。",一般人群均可食用。,急性肠炎、菌痢及溃疡活动期病人不宜食用。,在豌豆荚和豆苗的嫩叶中富含维生素C和能分解体内亚硝胺的酶，可以分解亚硝胺，具有抗癌防癌的作用。豌豆与一般蔬菜有所不同，所含的止杈酸、赤霉素和植物凝素等物质，具有抗菌消炎，增强新陈代谢的功能。在荷兰豆和豆苗中含有较为丰富的膳食纤维，可以防止便秘，有清肠作用。,蔬菜,https://i3.meishichina.com/attachment/201511/24/14483470001764.jpg,material,11
玉米,玉米，又名苞谷、棒子、玉蜀黍，有些地区以它作主食。玉米是粗粮中的保健佳品，对人体的健康颇为有利。,"1、减肥：食后可消除肥胖人的饥饿感，但食后含热量很低，也是减肥的代用品之一。
2、防癌抗癌：植物纤维素能加速致癌物质和其他毒物的排出，多吃玉米还能抑制抗癌药物对人体的副作用。
3、降血压降血脂：丰富的钙可起到降血压的功效，有促进细胞分裂、降低血清胆固醇、并防止其沉积于血管壁，因此，玉米对冠心病、动脉粥样硬化、高脂血症及高血压等都有一定的预防和治疗作用。
4、增加记忆力、抗衰老：刺激大脑细胞，增强人的脑力、记忆力和人体新陈代谢力、调整神经系统功能。能起到使皮肤细嫩光滑，抑制、延缓皱纹产生作用，可以对抗眼睛老化。
5、明目：经常用眼的人，应多吃一些黄色的玉米，缓解黄斑变性、视力下降，叶黄素和玉米黄质凭借其强大的抗氧化作用，可以吸收进入眼球内的有害光线。
6、促进胃肠蠕动：可防治便秘、肠炎、肠癌等。",一般人群均可食用。,无禁忌人群。,"1.维生素含量非常高：玉米中的维生素含量非常高，为稻米、小麦的5~10倍，而特种玉米的营养价值要高于普通玉米。
2.植物纤维素含量丰富：玉米中所含的丰富的植物纤维素具有刺激胃肠蠕动、加速粪便排泄的特性，可防治便秘、肠炎、肠癌等。能束缚及阻碍过量的葡萄糖的吸收，起到抑制饭后血糖升高的作用；纤维素还可以抑制脂肪吸收，降低血脂水平，预防和改善冠心病、肥胖、胆结石症的发生。
3.富含硒和镁：玉米中含的硒和镁有防癌抗癌作用，硒能加速体内过氧化物的分解，使恶性肿瘤得不到分子氧的供应而受到抑制。镁一方面也能抑制癌细胞的发展，另一方面能促使体内废物排出体外，这对防癌也有重要意义。
4.含谷胱甘肽：玉米中还含有一种长寿因子-谷胱甘肽，它在硒的参与下，生成谷光甘肽氧化酶，具有恢复青春，延缓衰老的功能。
5.含玉米黄质：玉米中所含的玉米黄质，可以预防老年黄斑性病变的产生。根据1994年美国哈佛大学医学院和许多研究中心一起做的研究显示，摄取较高量的玉米黄质，能降低老年黄斑性病变的机率。
6.含有丰富的胡萝卜素与烟酸：玉米中所含的胡萝卜素，被人体吸收后能转化为维生素A；玉米中还含有烟酸，含量比大米高很多。烟酸在蛋白质、脂肪、糖的代谢过程中起着重要作用，能帮助我们维持神经系统、消化系统和皮肤的正常功能。人体内如果缺乏尼克酸，可能引起精神上的幻视、幻听、精神错乱等症状，消化上的口角炎、舌炎、腹泻等症状，以及皮肤上的癞皮病。
7.含有丰富的亚油酸：玉米中含有丰富的不饱和脂肪酸，尤其是亚油酸的含量高达60%以上，亚油酸可以降低胆固醇，防止其沉积在血管内壁上，从而减少动脉硬化的发生,对预防高血压，心脑血管病有积极的作用。",米面豆乳,https://i3.meishichina.com/attachment/201512/15/1450169741548.jpg,material,12
胡萝卜,胡萝卜（Daucus carrot），又称甘荀，是伞形科胡萝卜属二年生草本植物。以肉质根作蔬菜食用。原产亚洲西南部，阿富汗为最早演化中心，栽培历史在2000年以上。,"1、益肝明目：胡萝卜含有大量胡萝卜素，有补肝明目的作用，可治疗夜盲症。
2、利膈宽肠：胡萝卜含有植物纤维，可加强肠道的蠕动，从而利膈宽肠，通便防癌。
3、促进发育：维生素A是骨骼正常生长发育的必需物质，对促进婴幼儿的生长发育具有重要意义。
4、增强免疫功能：胡萝卜素转变成维生素A，有助于增强机体的免疫能力。
5、降糖降脂：胡萝卜还含有降糖物质，是糖尿病人的良好食品。",一般人群均可食用。更适宜癌症、高血压、夜盲症、干眼症患者、营养不良、食欲不振者、皮肤粗糙者。,脾胃虚寒者忌食。,每100克胡萝卜中，约含蛋白质0、6克，脂肪0、3克，糖类7、6～8、3克，铁0、6毫克，维生素A原（胡萝卜素）1、35～17、25毫克，维生素B10、02～0、04毫克，维生素B20、04～0、05毫克，维生素C12毫克，热量150、7千焦，另含果胶、淀粉、无机盐和多种氨基酸。各类品种中，尤以深橘红色胡萝卜素含量最高，各种胡萝卜所含能量在79、5干焦～1339、8千焦之间。,蔬菜,,material,13
火腿,"又名兰熏、熏蹄、南腿。
火腿即猪的腿腌制而成，《东阳县志》中称熏蹄，《宦游笔记》中称兰熏，历史上总以浙江金华火腿驰名天下。清代医家王孟英称赞说：以金华之东阳，冬月造者为胜，浦江、义乌稍逊，他邑不能及也。逾二年，即为陈腿，味甚香美，甲于珍馐，养志补虚，洵为极品。
火腿是一种在世界范围内流行很广的肉制品，目前除少数伊斯兰教国家外，几乎各国都有生产和销售。世界著名的火腿品种有法国烟熏火腿、苏格兰整只火腿、德国陈制火腿、意大利火腿、苹果火腿等。","1、火腿肉性温，味甘咸;具有健脾开胃，生津益血，滋肾填精之功效；可用以治疗虚劳怔忡、脾虚少食、久泻久痢、腰腿酸软等症。
2、富含蛋白质，具有维持钾钠平衡;消除水肿。提高免疫力。
3、富含铜，铜是人体健康不可缺少的微量营养素，对于血液、中枢神经和免疫系统，头发、皮肤和骨骼组织以及脑子和肝、心等内脏的发育和功能有重要影响。",一般人群均可食用。适宜气血不足者，脾虚久泻、胃口不开者食用，体质虚弱、虚劳怔忡、腰脚无力者食用。,脾胃虚寒的泄泻下利之人，不宜多食；老年人、胃肠溃疡患者禁食；患有急慢性肾炎者忌食；凡浮肿、水肿、腹水者忌食； 感冒未愈、湿热泄痢．积滞未尽、腹胀痞满者忌食。,"1、火腿色泽鲜艳，红白分明，瘦肉香咸带甜，肥肉香而不腻，美味可口；
2、火腿内含丰富的蛋白质和适度的脂肪，十多种氨基酸、多种维生素和矿物质；
3、火腿制作经冬历夏，经过发酵分解，各种营养成分更易被人体所吸收，具有养胃生津、益肾壮阳、固骨髓、健足力、愈创口等作用。",肉禽类,https://i3.meishichina.com/attachment/201511/30/14488659105861.jpg,material,14
香葱,"香葱，又称：葱，细香葱,北葱、火葱。拉丁文名：Allium ascalonicum.百合科、葱属植物，鳞茎聚生，矩圆状卵形、狭卵形或卵状圆柱形；鳞茎外皮红褐色、紫红色至黄白色，膜质或薄革质，不破裂。叶为中空的圆筒状，向顶端渐尖，深绿色，常略带白粉。植株小，叶极细，质地柔嫩，味清香，微辣，主要用于调味和去腥。原产于亚洲西部。在我国南方较为广泛地栽培。欧洲和亚洲的一些地区也有栽培。","1、解热、祛痰：刺激身体汗腺，达到发汗散热的作用，葱油刺激上呼吸道，使黏痰易于咯出。
2、抗菌、抗病毒：葱中所含大蒜素，具有明显的抵御细菌、病毒的作用
3、防癌抗癌：香葱所含果胶，可明显地减少结肠癌的发生，
4、防止感冒、头疼、鼻塞：香葱中含有葡萄糖、果糖、麦芽糖等多种糖类物质及少量淀粉和纤维素。治分行头痛
5、对血管硬化，动脉硬化有一定作用。",一般人群均可食用。,胃肠道疾病、溃疡病者慎食；表虚、多汗者忌食。,"解热、祛痰
葱的挥发油等有效成分，具有刺激身体汗腺，达到发汗散热的作用；
葱油刺激上呼吸道，使黏痰易于咯出。
抗菌、抗病毒
葱中所含大蒜素，具有明显的抵御细菌、病毒的作用，尤其对痢疾杆菌和皮肤真菌抑制作用更强。
防癌抗癌
香葱所含果胶，可明显地减少结肠癌的发生，
有抗癌作用，葱内的蒜辣素也可以抑制癌细胞的生长。
防止感冒、头疼、鼻塞
香葱中含有葡萄糖、果糖、麦芽糖等多种糖类物质及少量淀粉和纤维素。
治分行头痛
对血管硬化，动脉硬化有一定作用。
",蔬菜,https://i3.meishichina.com/attachment/201511/11/14472229066856.png,material,15
海螺,海螺属软体动物腹足类。产于沿海浅海海底，以山东、辽宁、河北居多，产期在5～8月。海螺贝壳边缘轮廓略呈四方形，大而坚厚，壳高达10厘米左右，螺层6级，壳口内为杏红色，有珍珠光泽。螺肉丰腴细腻，味道鲜美，素有“盘中明珠”的美誉。它富含蛋白蛋、维生素和人体必需的氨基酸和微量元素，是典型的高蛋白、低脂肪、高钙质的天然动物性保健食品。,"1、海螺具有清热明目、利膈益胃的功效。
2、海螺对心腹热痛，肺热肺燥，双目昏花等病症有一定的功效。
3、螺有醒酒的作用，适宜醉酒者食用。",一般人群均可食用。, 脾胃虚寒，便溏腹泻之人忌食，女子行经期间及妇人产后忌食。,"螺肉含有丰富的维生素A、蛋白质、铁和钙等营养原色，对目赤、黄疸、脚气、痔疮等疾病有食疗作用。
",水产品,https://i3.meishichina.com/attachment/201512/3/14491232649218.jpg,material,16
醋,"醋是一种发酵的酸味液态调味品，以含淀粉类的粮食(高粱、黄米、糯米、籼米等)为主料，谷糠、稻皮等为辅料，经过发酵酿造而成。醋在烹调中为主要的调味品之一,以酸味为主,且有芳香味,用途较广，是糖醋味的主要原料。它能去腥解腻，增加鲜味和香味，能在食物加热过程中使维生素C减少损失，还可使烹饪原料中钙质溶解而利于人体吸收。比较著名的品种有江苏镇江的香醋和山西的老陈醋等，常用于溜菜、拌菜及腥味较重的菜肴中。","1、抗衰老：醋可以抑制和降低人体衰老过程中氧化物的形成，有一定抗衰老作用。
2、软化血管：食醋有软化血管，降血脂，降低胆固醇的作用； 扩张血管,有利于降低血压,防止心血管疾病的发生。
3、预防肥胖：醋可使人体内过多的脂肪转化为体能消耗，并促使人体糖和蛋白质的代谢，故有一定的减肥作用。
4、养颜护肤：醋中丰富的有机酸对人体皮肤有柔和的刺激作用，促使小血管扩张，增强皮肤血液循环，使皮肤光润。
5、杀菌：醋可以杀伤肠道中的葡萄球菌，大肠杆菌，在一定程度上有预防痢疾的作用。
6、调节酸碱平衡：调节血液的酸碱平衡,维持人体内环境的相对稳定；帮助消化,有利于食物中营养成分的吸收。
7、增强肝脏功能：增强肝脏机能,促进新陈代谢，有利尿作用，并能降低尿糖含量。",一般人群均可食用。,脾胃湿盛、外感初起者忌服；胃溃疡和胃酸过多者不宜食。,醋中含有丰富的氨基酸，其中含有人体不能自身合成，必须由食物供给的8种氨基酸。醋中的糖类物质也很多如葡萄糖、果糖、麦芽糖等。醋中的有机酸含量较多，它主要含有醋酸，其次含有乳酸、丙酮酸、甲酸、苹果酸、柠檬酸等。,调味品,https://i3.meishichina.com/attachment/201512/18/14504254417544.jpg,material,17
猪肉,猪肉又名豚肉，是主要家畜之一。属猪科动物。其性味甘咸平，含有丰富的蛋白质及脂肪、碳水化合物、钙、磷、铁等成分。 猪肉是日常生活的主要副食品，具有补虚强身，滋阴润燥、丰肌泽肤的作用。凡病后体弱、产后血虚、面黄赢瘦者，皆可用之作营养滋补之品。,"1、补充蛋白质和脂肪酸：猪肉为人类提供优质蛋白质和必需的脂肪酸。猪肉可提供血红素(有机铁)和促进铁吸收的半胱氨酸，能改善缺铁性贫血。
2、补肾滋阴：猪肉性平味甘，有润肠胃、生津液、补肾气、解热毒的功效，主治热病伤津、消渴羸瘦、肾虚体弱、产后血虚、燥咳、便秘、补虚、滋阴、润燥、滋肝阴、润肌肤、利小便和止消渴。
3、润燥：猪肉煮汤饮下可急补由于津液不足引起的烦燥、干咳、便秘和难产。",一般人都可食用。适宜阴虚不足，头晕，贫血，老人燥咳无痰，大便干结，以及营养不良者食用。,湿热痰滞内蕴者、外感病人忌食；肥胖、血脂较高、高血压者慎食。,"1、猪肉的蛋白质属优质蛋白质，含有人体全部必需氨基酸。
2、猪肉富含铁，是人体血液中红细胞的生成和功能维持所必须的元素。
3、猪肉是维生素的主要膳食来源，特别是精猪肉中维生素B1的含量丰富。
4、猪肉中还含有较多的对脂肪合成和分解有重要作用的维生素B2。",肉禽类,https://i3.meishichina.com/attachment/201403/14/13947825067514.jpg,material,18
粉条,又称粉丝，是由红薯、马铃薯原料加工制成的丝状或条状干燥淀粉制品。在我国各地均有生产，呈灰白色，黄色或黄褐色，按形状可分成圆粉条、细粉条和宽粉条等。口感爽滑有韧性。,"1、补充营养：粉条富含碳水化合物、纤维素、蛋白质、烟酸和各种微量元素，能够补充人体所需营养。
2、减肥：把粉条当做正餐，可以在保证每天碳水化合物摄入量的同时，降低热量，达到减肥的功效。",一般人群均可食用。,孕妇少食或不食。,"粉条里富含碳水化合物、膳食纤维、蛋白质、烟酸和钙、镁、铁、钾、磷、钠等矿物质。粉条有良好的附味性，它能吸收各种鲜美汤料的味道，再加上粉条本身的柔润嫩滑，更加爽口宜人，但是因为粉条含铝很多一次不宜食用过多。
",米面豆乳,https://i3.meishichina.com/attachment/201512/15/14501733776622.jpg,material,19
花椒粉,花椒粉就是将花椒碾碎之后的成果，一般都是用作作料，能够去腥增味。,"1、花椒气味芳香，可以除各种肉类的腥臊臭气，改变口感，能促进唾液分泌，增加食欲。
2、医学研究发现，花椒能使血管扩张，从而能起到降低血压的作用。
3、服食花椒水能驱除寄生虫。",一般人均可食用。,孕妇，阴虚火旺者忌食。,花椒果皮含有挥发油，油的主要成分为柠檬烯、枯醇、牛儿醇。此外并含有植物甾醇及不饱和有机酸等多种化合物。,调味品,,material,20
蚝油,"广东称牡蛎为蚝，蚝油是用蚝（牡蛎）熬制而成的调味料。蚝油是广东常用的传统的鲜味调料，也是调味汁类最大宗产品之一，它以素""海底牛奶""之称的蚝牗牡蛎牍为原料，经煮熟取汁浓缩，加辅料精制而成。蚝油味道鲜美、蚝香浓郁，黏稠适度，营养价值高，亦是配制蚝油鲜菇牛肉、蚝油青菜、蚝油粉面等传统粤菜的主要配料。","1、增进食欲：蚝油含有丰富的微量元素和多种氨基酸，可以用于补充各种氨基酸及微量元素，其中主要含有丰富的锌元素，是缺锌人士的首选膳食调料。
2、提高免疫力：蚝油富含牛磺酸，牛磺酸具有增强人体免疫力保健功能。其中蛋白质：是维持免疫机能最重要的营养素，为构成白血球和抗体的主要成份。矿物质：锌、硒、铜、锰等矿物质形式与免疫机能有关的酵素。
3、抑癌抗瘤：蚝油富含牛磺酸，牛磺酸具有防癌抗癌保健功能。预防癌症，降低癌变的发生率。延缓和抑制癌细胞生长、扩散。使癌细胞退化、萎缩。
4、健脑：蚝油含磷，是合成卵磷脂和脑磷脂的重要成分，可增强记忆力，延缓脑功能衰退，抑制血小板凝集，防止脑血栓形成。提供优质蛋白，富含胆碱，可提高记忆力。",一般人群均可食用。,病虚而多热者宜用。,"1.蚝油含有丰富的微量元素和多种氨基酸，可以用于补充各种氨基酸及微量元素，其中主要含有丰富的锌元素，是缺锌人士的首选膳食调料。
2.蚝油中氨基酸种类达22种之多，各种氨基酸的含量协调平衡，其中，谷氨酸含量是总量的一半，它与核酸共同构成蚝油呈味主体，两者含量越高，蚝油味道越鲜美。
3.蚝油富含牛磺酸，牛磺酸具有防癌抗癌、增强人体免疫力等多种保健功能。",调味品,https://i3.meishichina.com/attachment/201512/29/14513628653060.jpg,material,21
生抽,生抽酱油是酱油中的一个品种，以大豆、面粉为主要原料，人工接入种曲，经天然露晒，发酵而成。其产品色泽红润，滋味鲜美协调，豉味浓郁，体态清澈透明，风味独特。生抽颜色比较淡，呈红褐色，用来一般的烹调用的，吃起来味道较咸。,"1、补铁：生抽是由大豆制作而成,富含铁元素,适当进食生抽能补充铁元素。
2、增进食欲：烹调加入适量的生抽,使食物的色香味增加,使人的食欲增加。
3、降低胆固醇：生抽含有多种能够降低人体胆固醇的矿物质和维生素。",一般人群均可食用。,不能吃过多，易造成腹泻和口渴。,"1、补血：生抽的主要原材料是大豆或者面粉，，这些材料中都含有丰富的微量元素铁，他再加工成生抽以后，这种营养成分的含量丝毫没有减弱，平时人们食用生抽以后，能快速把它富含的铁元素吸收和利用，可以促进血红细胞再生，补血功效十分明显。
2、降低胆固醇：生抽这种调味品中含有多种天然微量元素和一些矿物质，它们被人体吸收以后，能软化血管，净化血液，能有效清除人类血清中的甘油三酯和胆固醇，平时经常食用，既能预防高血脂，又能减少动脉硬化和冠心病发生。",调味品,https://i3.meishichina.com/attachment/201512/29/1451361318278.jpg,material,22
老抽,老抽也是酱油的一种主要是经过一些特殊的酿造发酵而制成的一种酱油，也是香港的对于浓酱油的一种称呼，主要是以优质的黄豆，以及小麦为原料，经过发酵后成熟制成的，烹饪时能够提到上色提味的作用。,作为调味品，可以调味和调色，适当补充铁。,一般人群均可食用。,无特殊禁忌人群。,每100克老抽含碳水化合物23.80克，脂肪0.30克，蛋白质7.90克。老抽具有补血养血、提高免疫力、防癌抗癌、止痛镇痛、降低胆固醇等功效。,调味品,,material,23
十三香,“十三香”属调味料，厨房用品，佐料。又称十全香就是指13种各具特色香味的中草药物，包括紫蔻、砂仁、肉蔻、肉桂、丁香、花椒、大料、小茴香、木香、白芷、三奈、良姜、干姜等。,解膻提鲜、去邪掩腥、香味浓郁。,一般人都可食用。,无。,"1、八角：性辛温、理气止痛，温中散寒，是菜肴中必不可少的调味品。
2、丁香：辛温、香气浓烈，温肾助阳，温中止吐。
3、山奈：辛、苦温，温中散寒、理气止痛，少用。
4、山渣：性酸，消食化积、散瘀行滞，对高血压高血脂有明显的降低作用，一般以温煮为好，当茶饮也有良好的收效。
5、小茴：辛温、理气和胃、祛寒止痛，是烧鱼的常用调料。
6、木香：有广木香、云木香两种，行气止痛，气味浓香，但配料时少用。
7、甘松：辛、甘、温，近似香草药理，食欲不振，气郁胸闷，常用作卤盐水鹅。
8、甘草：甘、平、补中益气，泻火解毒，润肺祛痰，缓解药性，必备之药。
9、干姜：分南姜和北姜，辛、温、发汗解表，温中止呕，化痰温肾散寒，是家庭伤风感冒、胃子不好的必备之品。
10、白芷：发汗解表，祛风止痛，有抗菌作用，是龙虾调料必用之品。
11、豆蔻：气味辛、温、浓烈，化温和胃，产在印尼、马来西亚，是烧、卤、腌制菜肴的上好材料，龙虾调料必用之品。
12、当归：甘辛温，补血活气，止痛，一般与母鸡同煮，可起到滋补的作用。
13、肉桂：平常所说的桂皮，三年生，产于广西，温肾助阳，温通经脉。
14、肉蔻：辛温气浓香，涩肠止泻、温中行气，产于东南亚，是香料中的调味佳品。
15、花椒：四川产青椒为最佳，陕西产红花椒次之，山东与内地产再次之，温中散寒，止泻温脾，是家庭菜肴中的必用之品。
16、孜然：原产于新疆，现大部分都是甘肃孜然，是新疆烤羊肉串常用调料，清香型。
17、香叶：国内香叶质量差，进口香叶，香气浓郁，有较强的防腐作用。
18、辛庚：辛温、通鼻窍，我国各地都有。它的别名，木笼花、望春花、通春花，是卤菜烤肉的好材料。
19、胡椒：辛温、热、温中散寒，增进食欲，助消化。我国海南岛产白胡椒，广东、广西部分地方产黑胡椒，大量的黑胡椒从越南进口，是家庭必备的调味品。
20、草果：辛温、胸脘胀闷，食少治症，是烧卤鸡的主料，主产于广东。现价格昂贵。
21、草蔻：辛温，温中开胃。
22、阳春砂：辛温，是腌制卤菜的佳品，价格昂贵。
",调味品,,material,24
茼蒿,茼蒿 tónghāo即蓬蒿。一年生或二年生草本植物，叶互生，长形羽状分裂，花黄色或白色，瘦果棱，高二三尺，茎叶嫩时可食，亦可入药。亦称“蓬蒿”。,"1、美化肌肤：要想拥有美丽的肌肤就要多食茼蒿，因为它能改善肌肤粗糙的状况。
2、养心：茼蒿具有四种强化心脏的药效成分，它的香味是茼蒿特有的药效成分。
3、整、通肠健胃：茼蒿中含有特殊香味的挥发油，有助于宽中理气，消食开胃，增加食欲，并且其所含粗纤维有助肠道蠕劝，促进排便，达到通腑利肠的目的。
4、去除胆固醇：茼蒿含有新鲜且为深绿色的色素，叶绿素具有去除胆固醇的功效。
5、降血压利小便：茼蒿也含有丰富的钾，能将盐分运出体外，对于患高血压的人来说可以说是最佳的食用蔬菜。",一般人群均可食用。尤适宜高血压患者、脑力劳动人士、贫血者、骨折患者。,胃虚泄泻者慎食。,"茼蒿中含有特殊香味的挥发油，可消食开胃。含有丰富的维生素、胡萝卜素及多种氨基酸，可以养心安神、降压补脑，清血化痰，润肺补肝，稳定情绪，防止记忆力减退。茼蒿中含有特殊香味的挥发油，有助于宽中理气，消食开胃，增加食欲，并且其所含粗纤维有助肠道蠕劝，促进排便，达到通腑利肠的目的；此外，茼蒿气味芬芳，可以消痰开郁，避秽化浊。茼蒿中含有多种氨基酸、脂肪、蛋白质及较高量的钠、钾等矿物盐，能调节体内水液代谢，通利小便，消除水肿；茼蒿含有一种挥发性的精油，以及胆碱等物质，具有降血压，补脑的作用。
",蔬菜,,material,25
中筋面粉,中筋面粉即普通面粉。蛋白质含量平均在11%左右，中筋粉多用在中式点心制作上，如包子、馒头、饺子等。大部分中式点心都是以中筋粉来制作的。,具有养心、益肾、除热、止渴 主治脏躁、烦热、消渴、泄痢、痈肿、外伤出血及烫伤等功效。,一般人均可食用中筋面粉，有劳热之人适宜将它煮吃，能宽中益气。,阳虚体质，阴虚体质，瘀血体质，慢性胃炎和得带疱疹的人不能吃中筋面粉。,面粉富含蛋白质、碳水化合物、维生素和钙、铁、磷、钾、镁等矿物质，有养心益肾、健脾厚肠、除热止渴的功效。,米面豆乳,https://i3.meishichina.com/attachment/201512/23/14508659674112.jpg,material,26
酵母粉,酵母粉，就是运用一些真空技术把酵母转化成粉状。一般我们是和面的时候放一些酵母粉进去，然后面里面的酵母菌遇到热就会开始发酵，产生大量的二氧化碳，从而让面发起来。酵母粉使用起来很方便，也不会有什么安全问题，可以长期使用，不会对人体有害。,"1、防止皮肤老化：酵母粉含B族维生素，可以维持血管的弹性，进而协助血液循环正常运作，维持皮肤健康，增加皮肤弹性，防止皮肤老化。
2、美白牙齿：每天刷牙加一点酵母粉粉，可使牙齿变白。
3、减少脂肪吸收：酵母富含大量优质膳食纤维，吸水膨胀后可以吸附脂肪，它可携带着吃进胃肠的脂肪滴从大便中排出，从而减少脂肪的吸收。
",一般人均可食用。,暂无。,"1. 酵母粉富含维生素B群，素食者常缺乏的B1、B2、B12，在酵母粉中皆可提供完全的满足；
2. 酵母菌加入面团内，在25～30度温度条件下，酵母便利用面团中存在的蔗糖、葡萄糖、果糖以及由面团本身的淀粉酶转化而成的麦芽糖进行生长，将一部分糖分解成二氧化碳和酒精，使面团立即膨胀发起，最后在馒头等食品中形成大量空泡，即疏松暄软又具有香气。",调味品,,material,27
温水,,,,,,,,material,28
植物油,"植物油是由脂肪酸和甘油化合而成的化合物，广泛分布于自然界中。 从植物的果实、种子、胚芽中得到的油脂称为植物油。如花生油、豆油、亚麻油、蓖麻油、菜子油等。植物油的主要成分是直链高级脂肪酸和甘油生成的酯,脂肪酸除软脂酸、硬脂酸和油酸外,还含有多种不饱和酸，如芥酸、桐油酸、蓖麻油酸等。",具有润肠、养颜护肤的功效。植物油中的脂肪酸能使皮肤滋润有光泽。,一般人群均可食用。,无。,植物油的主要成分是直链高级脂肪酸和甘油生成的酯，脂肪酸除软脂酸、硬脂酸和油酸外，还含有多种不饱和酸，如芥酸、桐油酸、蓖麻油酸等。植物油主要含有维生素E、K、钙、铁、磷、钾等矿物质、脂肪酸等。植物油中的脂肪酸能使皮肤滋润有光泽。,调味品,https://i3.meishichina.com/attachment/201512/3/14491238351321.jpg,material,29
